"LOCATION","Country","VARIABLE","Variable","SCENARIO","Scenario","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"GBR","United Kingdom","GDPV","Gross domestic product, volume, chain-linked index in local currency, national base year","S1","Energy transition","A","Annual","2060","2060",4092360000000,,
"GBR","United Kingdom","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2020","2020",2674929592442.5,,
"GBR","United Kingdom","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2023","2023",3049461554985.7,,
"GBR","United Kingdom","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2030","2030",3375898000000,,
"GBR","United Kingdom","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2040","2040",4008268000000,,
"GBR","United Kingdom","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2050","2050",4714738000000,,
"GBR","United Kingdom","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2060","2060",5466660000000,,
"GBR","United Kingdom","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2020","2020",39876.1138391273,,
"GBR","United Kingdom","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2023","2023",44677.5793329891,,
"GBR","United Kingdom","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2030","2030",48020.25,,
"GBR","United Kingdom","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2040","2040",55668.94,,
"GBR","United Kingdom","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2050","2050",64490.5,,
"GBR","United Kingdom","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2060","2060",74653.06,,
"GBR","United Kingdom","GDPVTR","Potential gross domestic product, volume, chain-linked index in local currency, national base year","S1","Energy transition","A","Annual","2020","2020",2208257839865.42,,
"GBR","United Kingdom","GDPVTR","Potential gross domestic product, volume, chain-linked index in local currency, national base year","S1","Energy transition","A","Annual","2023","2023",2284228330674.35,,
"GBR","United Kingdom","GDPVTR","Potential gross domestic product, volume, chain-linked index in local currency, national base year","S1","Energy transition","A","Annual","2030","2030",2528770000000,,
"GBR","United Kingdom","GDPVTR","Potential gross domestic product, volume, chain-linked index in local currency, national base year","S1","Energy transition","A","Annual","2040","2040",3000605000000,,
"GBR","United Kingdom","GDPVTR","Potential gross domestic product, volume, chain-linked index in local currency, national base year","S1","Energy transition","A","Annual","2050","2050",3529469000000,,
"GBR","United Kingdom","GDPVTR","Potential gross domestic product, volume, chain-linked index in local currency, national base year","S1","Energy transition","A","Annual","2060","2060",4092360000000,,
"GBR","United Kingdom","GDPVTRD","Potential gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2020","2020",2949836670017.36,,
"GBR","United Kingdom","GDPVTRD","Potential gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2023","2023",3051319628928.11,,
"GBR","United Kingdom","GDPVTRD","Potential gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2030","2030",3377984000000,,
"GBR","United Kingdom","GDPVTRD","Potential gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2040","2040",4008271000000,,
"GBR","United Kingdom","GDPVTRD","Potential gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2050","2050",4714738000000,,
"GBR","United Kingdom","GDPVTRD","Potential gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2060","2060",5466660000000,,
"GBR","United Kingdom","GDPVTRD_CAP","Potential gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2020","2020",44021.1010793968,,
"GBR","United Kingdom","GDPVTRD_CAP","Potential gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2023","2023",44747.9719228402,,
"GBR","United Kingdom","GDPVTRD_CAP","Potential gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2030","2030",48052.6,,
"GBR","United Kingdom","GDPVTRD_CAP","Potential gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2040","2040",55668.36,,
"GBR","United Kingdom","GDPVTRD_CAP","Potential gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2050","2050",64490.38,,
"GBR","United Kingdom","GDPVTRD_CAP","Potential gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2060","2060",74652.32,,
"GBR","United Kingdom","GGFLQ","Government gross financial liabilities, % of GDP","S1","Energy transition","A","Annual","2020","2020",105.846728204504,,
"GBR","United Kingdom","GGFLQ","Government gross financial liabilities, % of GDP","S1","Energy transition","A","Annual","2023","2023",101.11993758975,,
"GBR","United Kingdom","GGFLQ","Government gross financial liabilities, % of GDP","S1","Energy transition","A","Annual","2030","2030",109.4764,,
"GBR","United Kingdom","GGFLQ","Government gross financial liabilities, % of GDP","S1","Energy transition","A","Annual","2040","2040",109.0858,,
"GBR","United Kingdom","GGFLQ","Government gross financial liabilities, % of GDP","S1","Energy transition","A","Annual","2050","2050",109.5846,,
"GBR","United Kingdom","GGFLQ","Government gross financial liabilities, % of GDP","S1","Energy transition","A","Annual","2060","2060",109.785,,
"GBR","United Kingdom","GNFLQ","Government net financial liabilities, % of GDP","S1","Energy transition","A","Annual","2020","2020",65.5677359753038,,
"GBR","United Kingdom","GNFLQ","Government net financial liabilities, % of GDP","S1","Energy transition","A","Annual","2023","2023",66.5477417690356,,
"GBR","United Kingdom","GNFLQ","Government net financial liabilities, % of GDP","S1","Energy transition","A","Annual","2030","2030",74.90423,,
"GBR","United Kingdom","GNFLQ","Government net financial liabilities, % of GDP","S1","Energy transition","A","Annual","2040","2040",74.51358,,
"GBR","United Kingdom","GNFLQ","Government net financial liabilities, % of GDP","S1","Energy transition","A","Annual","2050","2050",75.01244,,
"GBR","United Kingdom","GNFLQ","Government net financial liabilities, % of GDP","S1","Energy transition","A","Annual","2060","2060",75.21278,,
"GBR","United Kingdom","IRL","Nominal long-term interest rate on government bonds, %","S1","Energy transition","A","Annual","2020","2020",0.374441666666667,,
"GBR","United Kingdom","IRL","Nominal long-term interest rate on government bonds, %","S1","Energy transition","A","Annual","2023","2023",4.12465,,
"GBR","United Kingdom","IRL","Nominal long-term interest rate on government bonds, %","S1","Energy transition","A","Annual","2030","2030",4.524714,,
"GBR","United Kingdom","IRL","Nominal long-term interest rate on government bonds, %","S1","Energy transition","A","Annual","2040","2040",4.65187,,
"GBR","United Kingdom","IRL","Nominal long-term interest rate on government bonds, %","S1","Energy transition","A","Annual","2050","2050",4.51017,,
"GBR","United Kingdom","IRL","Nominal long-term interest rate on government bonds, %","S1","Energy transition","A","Annual","2060","2060",4.368606,,
"GBR","United Kingdom","IRS","Nominal short-term interest rate, %","S1","Energy transition","A","Annual","2020","2020",0.295,,
"GBR","United Kingdom","IRS","Nominal short-term interest rate, %","S1","Energy transition","A","Annual","2023","2023",4.9975,,
"GBR","United Kingdom","IRS","Nominal short-term interest rate, %","S1","Energy transition","A","Annual","2030","2030",3.600822,,
"GBR","United Kingdom","IRS","Nominal short-term interest rate, %","S1","Energy transition","A","Annual","2040","2040",3.737385,,
"GBR","United Kingdom","IRS","Nominal short-term interest rate, %","S1","Energy transition","A","Annual","2050","2050",3.606524,,
"GBR","United Kingdom","IRS","Nominal short-term interest rate, %","S1","Energy transition","A","Annual","2060","2060",3.469936,,
"GBR","United Kingdom","KTPV_AV","Productive capital stock, volume, local currency, national base year","S1","Energy transition","A","Annual","2020","2020",4478219585250.3,,
"GBR","United Kingdom","KTPV_AV","Productive capital stock, volume, local currency, national base year","S1","Energy transition","A","Annual","2023","2023",4759104271141.73,,
"GBR","United Kingdom","KTPV_AV","Productive capital stock, volume, local currency, national base year","S1","Energy transition","A","Annual","2030","2030",5597252000000,,
"GBR","United Kingdom","KTPV_AV","Productive capital stock, volume, local currency, national base year","S1","Energy transition","A","Annual","2040","2040",6956259000000,,
"GBR","United Kingdom","KTPV_AV","Productive capital stock, volume, local currency, national base year","S1","Energy transition","A","Annual","2050","2050",8482000000000,,
"GBR","United Kingdom","KTPV_AV","Productive capital stock, volume, local currency, national base year","S1","Energy transition","A","Annual","2060","2060",10150070000000,,
"GBR","United Kingdom","NLGQ","Government net lending, % of GDP","S1","Energy transition","A","Annual","2020","2020",-13.0336721969616,,
"GBR","United Kingdom","NLGQ","Government net lending, % of GDP","S1","Energy transition","A","Annual","2023","2023",-5.53476801962189,,
"GBR","United Kingdom","NLGQ","Government net lending, % of GDP","S1","Energy transition","A","Annual","2030","2030",-3.124047,,
"GBR","United Kingdom","NLGQ","Government net lending, % of GDP","S1","Energy transition","A","Annual","2040","2040",-2.605096,,
"GBR","United Kingdom","NLGQ","Government net lending, % of GDP","S1","Energy transition","A","Annual","2050","2050",-2.685537,,
"GBR","United Kingdom","NLGQ","Government net lending, % of GDP","S1","Energy transition","A","Annual","2060","2060",-2.4845,,
"GBR","United Kingdom","NLGXQ","Government primary balance, % of GDP","S1","Energy transition","A","Annual","2020","2020",-11.3037283869888,,
"GBR","United Kingdom","NLGXQ","Government primary balance, % of GDP","S1","Energy transition","A","Annual","2023","2023",-1.80588218410895,,
"GBR","United Kingdom","NLGXQ","Government primary balance, % of GDP","S1","Energy transition","A","Annual","2030","2030",0.3839261,,
"GBR","United Kingdom","NLGXQ","Government primary balance, % of GDP","S1","Energy transition","A","Annual","2040","2040",1.304978,,
"GBR","United Kingdom","NLGXQ","Government primary balance, % of GDP","S1","Energy transition","A","Annual","2050","2050",1.352312,,
"GBR","United Kingdom","NLGXQ","Government primary balance, % of GDP","S1","Energy transition","A","Annual","2060","2060",1.505397,,
"GBR","United Kingdom","NLGXQU","Underlying government primary balance, % of potential GDP","S1","Energy transition","A","Annual","2020","2020",-4.79547106120896,,
"GBR","United Kingdom","NLGXQU","Underlying government primary balance, % of potential GDP","S1","Energy transition","A","Annual","2023","2023",-1.76510651765589,,
"GBR","United Kingdom","NLGXQU","Underlying government primary balance, % of potential GDP","S1","Energy transition","A","Annual","2030","2030",0.4181961,,
"GBR","United Kingdom","NLGXQU","Underlying government primary balance, % of potential GDP","S1","Energy transition","A","Annual","2040","2040",1.30502,,
"GBR","United Kingdom","NLGXQU","Underlying government primary balance, % of potential GDP","S1","Energy transition","A","Annual","2050","2050",1.352312,,
"GBR","United Kingdom","NLGXQU","Underlying government primary balance, % of potential GDP","S1","Energy transition","A","Annual","2060","2060",1.505397,,
"GBR","United Kingdom","PGDP","Gross domestic product, deflator, index, national base year","S1","Energy transition","A","Annual","2020","2020",1.05083623430641,,
"GBR","United Kingdom","PGDP","Gross domestic product, deflator, index, national base year","S1","Energy transition","A","Annual","2023","2023",1.18397788146888,,
"GBR","United Kingdom","PGDP","Gross domestic product, deflator, index, national base year","S1","Energy transition","A","Annual","2030","2030",1.365004,,
"GBR","United Kingdom","PGDP","Gross domestic product, deflator, index, national base year","S1","Energy transition","A","Annual","2040","2040",1.663284,,
"GBR","United Kingdom","PGDP","Gross domestic product, deflator, index, national base year","S1","Energy transition","A","Annual","2050","2050",2.027533,,
